732761486009340;55;;
732761486026262;1;;
732761486037847;2;;
732761486043646;3;;
732761486065093;20;;
732761486076678;6;;
732761486077951;1;;
732761486089549;2;;
732761486095336;3;;
732761486123623;21;;
732761486135324;6;;
732761486136840;1;;
732761486148426;2;;
732761486154225;3;;
732761486169641;21;;
732761486181227;6;;
732761486182616;1;;
732761486194213;2;;
732761486200000;3;;
732761486208935;21;;
732761486220637;6;;
732761486221563;1;;
732761486233276;2;;
732761486239063;3;;
732761486246829;21;;
732761486258542;6;;
732761486259583;1;;
732761486271285;2;;
732761486277083;3;;
732761486286007;21;;
732761486297720;6;;
732761486299109;1;;
732761486310695;2;;
732761486316493;3;;
732761486325995;21;;
732761486337593;6;;
732761486338866;1;;
732761486350451;2;;
732761486356250;3;;
732761486361343;20;;
732761486372940;6;;
732761486374213;1;;
732761486385810;2;;
732761486391597;3;;
732761486398206;21;;
732761486409803;6;;
732761486411192;1;;
732761486422778;2;;
732761486428576;3;;
732761486436227;21;;
732761486447813;6;;
732761486448623;1;;
732761486460220;2;;
732761486466007;3;;
732761486470880;20;;
732761486482477;6;;
732761486483403;1;;
732761486494988;2;;
732761486500787;3;;
732761486506470;21;;
732761486518056;6;;
732761486519329;1;;
732761486530926;2;;
732761486536713;3;;
732761486543322;20;;
732761486554919;6;;
732761486556077;1;;
732761486567662;2;;
732761486573461;3;;
732761486580301;21;;
732761486591887;6;;
732761486593044;1;;
732761486604641;2;;
732761486610428;3;;
732761486619363;21;;
732761486631065;6;;
732761486631759;1;;
732761486643472;2;;
732761486649259;3;;
732761486652049;21;;
732761486663634;6;;
732761486664560;1;;
732761486676158;2;;
732761486681945;3;;
732761486687975;20;;
732761486699688;6;;
732761486701192;1;;
732761486712894;2;;
732761486718692;3;;
732761486726921;21;;
732761486738507;6;;
732761486739433;1;;
732761486751030;2;;
732761486756829;3;;
732761486762500;20;;
732761486774097;6;;
732761486775255;1;;
732761486786840;2;;
732761486792639;3;;
732761486799942;21;;
732761486811528;6;;
732761486812581;1;;
732761486824167;2;;
732761486829965;3;;
732761486838542;21;;
732761486850127;6;;
732761486851401;1;;
732761486862998;2;;
732761486868796;3;;
732761486875741;21;;
732761486887454;6;;
732761486888843;1;;
732761486900428;2;;
732761486906227;3;;
732761486912141;21;;
732761486923727;6;;
732761486925359;1;;
732761486936944;2;;
732761486942743;3;;
732761486949699;21;;
732761486961285;6;;
732761486962674;1;;
732761486974271;2;;
732761486980058;3;;
732761486987361;21;;
732761486998958;6;;
732761486999769;1;;
732761487011470;2;;
732761487017269;3;;
732761487024688;21;;
732761487036273;6;;
732761487037674;1;;
732761487049259;2;;
732761487055058;3;;
732761487063519;21;;
732761487075104;6;;
732761487075914;1;;
732761487087512;2;;
732761487093299;3;;
732761487099445;20;;
732761487111042;6;;
732761487111968;1;;
732761487123553;2;;
732761487129352;3;;
732761487135614;21;;
732761487147199;6;;
732761487148009;1;;
732761487159607;2;;
732761487165394;3;;
732761487171076;20;;
732761487182789;6;;
732761487183947;1;;
732761487195532;2;;
732761487201331;3;;
732761487206783;21;;
732761487218368;6;;
732761487219641;1;;
732761487231238;2;;
732761487237026;3;;
732761487242824;21;;
732761487254525;6;;
732761487255579;1;;
732761487267280;2;;
732761487273079;3;;
732761487280613;21;;
732761487292199;6;;
732761487293357;1;;
732761487304954;2;;
732761487310741;3;;
732761487316192;21;;
732761487327905;6;;
732761487329063;1;;
732761487340764;2;;
732761487346563;3;;
732761487352593;21;;
732761487364294;6;;
732761487365567;1;;
732761487377280;2;;
732761487383067;3;;
732761487389907;21;;
732761487401505;6;;
732761487402894;1;;
732761487414479;2;;
732761487420278;3;;
732761487425845;21;;
732761487437431;6;;
732761487438704;1;;
732761487450417;2;;
732761487456215;3;;
732761487461771;21;;
732761487473368;6;;
732761487474410;1;;
732761487485995;2;;
732761487491794;3;;
732761487497593;21;;
732761487509294;6;;
732761487510683;1;;
732761487522280;2;;
732761487528067;3;;
732761487536296;21;;
732761487547894;6;;
732761487549167;1;;
732761487560752;2;;
732761487566551;3;;
732761487573854;21;;
732761487585451;6;;
732761487586609;1;;
732761487598194;2;;
732761487603993;3;;
732761487610139;21;;
732761487621725;6;;
732761487622882;1;;
732761487634595;2;;
732761487640382;3;;
732761487648148;21;;
732761487659745;6;;
732761487660787;1;;
732761487672373;2;;
732761487678171;3;;
732761487688021;21;;
732761487699618;6;;
732761487700660;1;;
732761487712245;2;;
732761487718044;3;;
732761487729051;20;;
732761487740764;6;;
732761487741806;1;;
732761487753391;2;;
732761487759190;3;;
732761487767998;21;;
732761487779711;6;;
732761487780521;1;;
732761487792107;2;;
732761487797905;3;;
732761487803588;20;;
732761487815174;6;;
732761487815984;1;;
732761487827581;2;;
732761487833368;3;;
732761487840671;20;;
732761487852269;6;;
732761487852963;1;;
732761487864664;2;;
732761487870463;3;;
732761487876609;20;;
732761487888194;6;;
732761487889352;1;;
732761487900949;2;;
732761487906736;3;;
732761487914271;21;;
732761487925868;6;;
732761487926563;1;;
732761487938264;2;;
732761487944063;3;;
732761487947894;21;;
732761487959479;6;;
732761487960521;1;;
732761487972118;2;;
732761487977905;3;;
732761487984051;21;;
732761487995764;6;;
732761487996921;1;;
732761488008507;2;;
732761488014306;3;;
732761488022072;21;;
732761488033657;6;;
732761488034699;1;;
732761488046296;2;;
732761488052095;3;;
732761488057303;20;;
732761488069016;6;;
732761488070405;1;;
732761488081991;2;;
732761488087789;3;;
732761488092894;21;;
732761488104479;6;;
732761488105289;1;;
732761488116887;2;;
732761488122674;3;;
732761488127894;20;;
732761488139595;6;;
732761488140880;1;;
732761488152465;2;;
732761488158264;3;;
732761488164989;21;;
732761488176690;6;;
732761488177847;1;;
732761488189444;2;;
732761488195232;3;;
732761488201493;21;;
732761488213090;6;;
732761488213901;1;;
732761488225486;2;;
732761488231285;3;;
732761488239630;20;;
732761488251331;6;;
732761488252488;1;;
732761488264086;2;;
732761488269884;3;;
732761488276829;21;;
732761488288426;6;;
732761488289468;1;;
732761488301169;2;;
732761488306968;3;;
732761488313577;21;;
732761488325278;6;;
732761488325984;1;;
732761488337685;2;;
732761488343484;3;;
732761488351250;21;;
732761488362836;6;;
732761488363877;1;;
732761488375590;2;;
732761488381377;3;;
732761488387986;21;;
732761488399699;6;;
732761488400625;1;;
732761488412211;2;;
732761488418009;3;;
732761488424850;21;;
732761488436435;6;;
732761488437708;1;;
732761488449306;2;;
732761488455104;3;;
732761488462164;21;;
732761488473762;6;;
732761488474688;1;;
732761488486273;2;;
732761488492072;3;;
732761488497292;21;;
732761488508993;6;;
732761488510382;1;;
732761488521979;2;;
732761488527778;3;;
732761488536354;21;;
732761488547940;6;;
732761488549213;1;;
732761488560810;2;;
732761488566597;3;;
732761488572280;21;;
732761488583877;6;;
732761488585613;1;;
732761488597199;2;;
732761488602998;3;;
732761488608796;21;;
732761488620382;6;;
732761488621424;1;;
732761488633021;2;;
732761488638808;3;;
732761488643681;20;;
732761488655266;6;;
732761488656551;1;;
732761488668137;2;;
732761488673935;3;;
732761488681238;21;;
732761488692824;6;;
732761488693519;1;;
732761488705232;2;;
732761488711019;3;;
732761488720417;21;;
732761488732002;6;;
732761488733044;1;;
732761488744641;2;;
732761488750428;3;;
732761488757963;21;;
732761488769560;6;;
732761488770718;1;;
732761488782303;2;;
732761488788102;3;;
732761488795058;21;;
732761488806644;6;;
732761488807570;1;;
732761488819167;2;;
732761488824965;3;;
732761488831794;21;;
732761488843391;6;;
732761488844549;1;;
732761488856134;2;;
732761488861933;3;;
732761488867269;21;;
732761488878854;6;;
732761488880127;1;;
732761488891725;2;;
732761488897523;3;;
732761488905521;21;;
732761488917107;6;;
732761488918264;1;;
732761488929861;2;;
732761488935648;3;;
732761488942836;21;;
732761488954433;6;;
732761488955590;1;;
732761488967176;2;;
732761488972975;3;;
732761488979120;21;;
732761488990706;6;;
732761488991979;1;;
732761489003576;2;;
732761489009364;3;;
732761489016551;21;;
732761489028148;6;;
732761489028611;1;;
732761489040197;2;;
732761489045995;3;;
732761489053183;21;;
732761489064769;6;;
732761489066053;1;;
732761489077639;2;;
732761489083438;3;;
732761489089109;20;;
732761489100706;6;;
732761489101632;1;;
732761489113218;2;;
732761489119016;3;;
732761489124815;21;;
732761489136401;6;;
732761489137095;1;;
732761489148692;2;;
732761489154479;3;;
732761489159583;21;;
732761489171181;6;;
732761489172454;1;;
732761489184039;2;;
732761489189838;3;;
732761489197720;21;;
732761489209306;6;;
732761489210463;1;;
732761489222060;2;;
732761489227859;3;;
732761489236088;21;;
732761489247674;6;;
732761489248715;1;;
732761489260313;2;;
732761489266100;3;;
732761489274097;21;;
732761489285810;6;;
732761489286620;1;;
732761489298322;2;;
732761489304120;3;;
732761489310151;20;;
732761489321736;6;;
732761489322778;1;;
732761489334491;2;;
732761489340289;3;;
732761489346887;20;;
732761489358600;6;;
732761489359294;1;;
732761489370880;2;;
732761489376678;3;;
732761489380857;21;;
732761489392558;6;;
732761489393600;1;;
732761489405197;2;;
732761489410984;3;;
732761489417245;21;;
732761489428958;6;;
732761489429884;1;;
732761489441586;2;;
732761489447384;3;;
732761489453183;20;;
732761489464884;6;;
732761489465810;1;;
732761489477407;2;;
732761489483194;3;;
732761489490151;21;;
732761489501748;6;;
732761489502905;1;;
732761489514491;2;;
732761489520289;3;;
732761489526551;21;;
732761489538137;6;;
732761489539178;1;;
732761489550891;2;;
732761489556678;3;;
732761489564907;21;;
732761489576620;6;;
732761489577431;1;;
732761489589132;2;;
732761489594931;3;;
732761489601539;21;;
732761489613125;6;;
732761489613947;1;;
732761489625648;2;;
732761489631447;3;;
732761489640949;21;;
732761489652535;6;;
732761489653588;1;;
732761489665174;2;;
732761489670972;3;;
732761489677454;21;;
732761489689051;6;;
732761489689745;1;;
732761489701447;2;;
732761489707245;3;;
732761489712350;21;;
732761489723935;6;;
732761489724630;1;;
732761489736227;2;;
732761489742014;3;;
732761489747118;20;;
732761489758831;6;;
732761489758831;66;;
