732759537944317;55;;
732759537961007;1;;
732759537972604;2;;
732759537978391;3;;
732759538034144;31;;
732759538045741;6;;
732759538046551;1;;
732759538058137;2;;
732759538063935;3;;
732759538130579;36;;
732759538142292;6;;
732759538143333;1;;
732759538154919;2;;
732759538160718;3;;
732759538178333;31;;
732759538189931;6;;
732759538190625;1;;
732759538202211;2;;
732759538208009;3;;
732759538218553;31;;
732759538230151;6;;
732759538230845;1;;
732759538242431;2;;
732759538248229;3;;
732759538269213;36;;
732759538280799;6;;
732759538281493;1;;
732759538293195;2;;
732759538298993;3;;
732759538320324;36;;
732759538331910;6;;
732759538333183;1;;
732759538344780;2;;
732759538350579;3;;
732759538371551;31;;
732759538383148;6;;
732759538383958;1;;
732759538395544;2;;
732759538401343;3;;
732759538471354;35;;
732759538482940;6;;
732759538483403;1;;
732759538495000;2;;
732759538500787;3;;
732759538531042;32;;
732759538542627;6;;
732759538543449;1;;
732759538555035;2;;
732759538560833;3;;
732759538582269;31;;
732759538593982;6;;
732759538594676;1;;
732759538606377;2;;
732759538612176;3;;
732759538621794;36;;
732759538633391;6;;
732759538640116;1;;
732759538651701;2;;
732759538657500;3;;
732759538703866;32;;
732759538715451;6;;
732759538716493;1;;
732759538728090;2;;
732759538733877;3;;
732759538744317;31;;
732759538755903;6;;
732759538756713;1;;
732759538768310;2;;
732759538774097;3;;
732759538781169;31;;
732759538792882;6;;
732759538793692;1;;
732759538805278;2;;
732759538811076;3;;
732759538828576;32;;
732759538840162;6;;
732759538841100;1;;
732759538852685;2;;
732759538858484;3;;
732759538865208;31;;
732759538876910;6;;
732759538877604;1;;
732759538889201;2;;
732759538894989;3;;
732759538917130;32;;
732759538928831;6;;
732759538929653;1;;
732759538941238;2;;
732759538947037;3;;
732759538953056;31;;
732759538964653;6;;
732759538965463;1;;
732759538977049;2;;
732759538982847;3;;
732759539009861;36;;
732759539021563;6;;
732759539022257;1;;
732759539033854;2;;
732759539039641;3;;
732759539049028;36;;
732759539060741;6;;
732759539061435;1;;
732759539073021;2;;
732759539078820;3;;
732759539084965;36;;
732759539096667;6;;
732759539097824;1;;
732759539109421;2;;
732759539115220;3;;
732759539141296;35;;
732759539152882;6;;
732759539153576;1;;
732759539165289;2;;
732759539171088;3;;
732759539180243;35;;
732759539191829;6;;
732759539193102;1;;
732759539204699;2;;
732759539210486;3;;
732759539217674;31;;
732759539229271;6;;
732759539230081;1;;
732759539241782;2;;
732759539247581;3;;
732759539261262;32;;
732759539272847;6;;
732759539273657;1;;
732759539285255;2;;
732759539291042;3;;
732759539308785;32;;
732759539320486;6;;
732759539321296;1;;
732759539332894;2;;
732759539338681;3;;
732759539347963;35;;
732759539359549;6;;
732759539360359;1;;
732759539371956;2;;
732759539377743;3;;
732759539382731;36;;
732759539394433;6;;
732759539394896;1;;
732759539406493;2;;
732759539412292;3;;
732759539413565;31;;
732759539425151;6;;
732759539425729;1;;
732759539437326;2;;
732759539443113;3;;
732759539485776;35;;
732759539497361;6;;
732759539498519;1;;
732759539510116;2;;
732759539515903;3;;
732759539524711;31;;
732759539536308;6;;
732759539537002;1;;
732759539548588;2;;
732759539554387;3;;
732759539571771;36;;
732759539583368;6;;
732759539584526;1;;
732759539596111;2;;
732759539601910;3;;
732759539608519;31;;
732759539620104;6;;
732759539621262;1;;
732759539632859;2;;
732759539638657;3;;
732759539648970;31;;
732759539660671;6;;
732759539661956;1;;
732759539673542;2;;
732759539679340;3;;
732759539699850;35;;
732759539711447;6;;
732759539711910;1;;
732759539723495;2;;
732759539729294;3;;
732759539740301;36;;
732759539751898;6;;
732759539753287;1;;
732759539764873;2;;
732759539770671;3;;
732759539804051;33;;
732759539815648;6;;
732759539816458;1;;
732759539828044;2;;
732759539833843;3;;
732759539881250;34;;
732759539892836;6;;
732759539893646;1;;
732759539905243;2;;
732759539911030;3;;
732759539923090;36;;
732759539934676;6;;
732759539935498;1;;
732759539947083;2;;
732759539952882;3;;
732759539993565;35;;
732759540005151;6;;
732759540005961;1;;
732759540017558;2;;
732759540023345;3;;
732759540034711;36;;
732759540046412;6;;
732759540047569;1;;
732759540059167;2;;
732759540064965;3;;
732759540072384;31;;
732759540083970;6;;
732759540084664;1;;
732759540096262;2;;
732759540102049;3;;
732759540115498;32;;
732759540127083;6;;
732759540127431;1;;
732759540139144;2;;
732759540144942;3;;
732759540152708;36;;
732759540164294;6;;
732759540165104;1;;
732759540176817;2;;
732759540182604;3;;
732759540195706;32;;
732759540207292;6;;
