735685519601829;0;2,1,100,0,v5;
735685519741759;55;;
735685519755139;1;;
735685519778414;2;;
735685519785475;3;;
735685519832269;20;;
735685519843912;6;;
735685519845116;1;;
735685519868345;2;;
735685519874607;3;;
735685519883160;21;;
735685519894792;6;;
735685519896898;1;;
735685519920116;2;;
735685519926528;3;;
735685519936817;21;;
735685519948449;6;;
735685519949526;1;;
735685519972766;2;;
735685519979097;3;;
735685519985324;21;;
735685519996956;6;;
735685519997419;1;;
735685520020637;2;;
735685520026748;3;;
735685520033067;21;;
735685520044699;6;;
735685520045382;1;;
735685520068588;2;;
735685520074908;3;;
735685520080810;21;;
735685520092442;6;;
735685520093137;1;;
735685520116343;2;;
735685520122535;3;;
735685520130787;21;;
735685520142407;6;;
735685520142940;1;;
735685520166157;2;;
735685520172500;3;;
735685520178542;20;;
735685520190174;6;;
735685520191701;1;;
735685520214919;2;;
735685520221158;3;;
735685520225729;21;;
735685520237361;6;;
735685520238275;1;;
735685520261493;2;;
735685520267674;3;;
735685520272002;21;;
735685520283634;6;;
735685520285232;1;;
735685520308449;2;;
735685520314595;3;;
735685520320486;20;;
735685520332118;6;;
735685520333715;1;;
735685520356944;2;;
735685520363183;3;;
735685520367512;21;;
735685520379144;6;;
735685520380556;1;;
735685520403773;2;;
735685520410023;3;;
735685520416921;20;;
735685520428553;6;;
735685520429259;1;;
735685520452465;2;;
735685520458669;3;;
735685520464294;21;;
735685520475926;6;;
735685520476563;1;;
735685520499780;2;;
735685520505914;3;;
735685520511308;21;;
735685520522940;6;;
735685520523368;1;;
735685520546586;2;;
735685520552755;3;;
735685520558125;21;;
735685520569780;6;;
735685520570197;1;;
735685520593414;2;;
735685520599641;3;;
735685520605706;20;;
735685520617326;6;;
735685520618067;1;;
735685520641273;2;;
735685520647523;3;;
735685520653819;21;;
735685520665451;6;;
735685520666053;1;;
735685520689271;2;;
735685520695475;3;;
735685520702303;20;;
735685520713935;6;;
735685520714514;1;;
735685520737732;2;;
735685520744039;3;;
735685520750613;20;;
735685520762245;6;;
