735953548759502;0;1,1,100,0,v5;
735953549808391;55;;
735953549820776;1;;
735953549844039;2;;
735953549851238;3;;
735953549908553;20;;
735953549920174;6;;
735953549920729;1;;
735953549943924;2;;
735953549950208;3;;
735953549968357;21;;
735953549979977;6;;
735953549980521;1;;
735953550003715;2;;
735953550010150;3;;
735953550026678;21;;
735953550038287;6;;
735953550038935;1;;
735953550062130;2;;
735953550068391;3;;
735953550092581;21;;
735953550104190;6;;
735953550104769;1;;
735953550127951;2;;
735953550134155;3;;
735953550159792;21;;
735953550171400;6;;
735953550172141;1;;
735953550195336;2;;
735953550201609;3;;
735953550219595;20;;
735953550231192;6;;
735953550231944;1;;
735953550255139;2;;
735953550261354;3;;
735953550288461;21;;
735953550300070;6;;
735953550300845;1;;
735953550324028;2;;
735953550330313;3;;
735953550358634;21;;
735953550370243;6;;
735953550370949;1;;
735953550394144;2;;
735953550400417;3;;
735953550419178;21;;
735953550430776;6;;
735953550431539;1;;
735953550454734;2;;
735953550461100;3;;
735953550476192;21;;
735953550487801;6;;
735953550488623;1;;
735953550511817;2;;
735953550518079;3;;
735953550545984;21;;
735953550557604;6;;
735953550558333;1;;
735953550581528;2;;
735953550587755;3;;
735953550596910;21;;
735953550608519;6;;
735953550609236;1;;
735953550632431;2;;
735953550638715;3;;
735953550649306;21;;
735953550660903;6;;
735953550661667;1;;
735953550684861;2;;
735953550691134;3;;
735953550699653;21;;
735953550711273;6;;
735953550712002;1;;
735953550735197;2;;
735953550741470;3;;
735953550759838;21;;
735953550771435;6;;
735953550772199;1;;
735953550795394;2;;
735953550801678;3;;
735953550818333;21;;
735953550830000;6;;
735953550830486;1;;
735953550853681;2;;
735953550860127;3;;
735953550871100;21;;
735953550882708;6;;
735953550883403;1;;
735953550906597;2;;
735953550912870;3;;
735953550927014;20;;
735953550938611;6;;
735953550939375;1;;
735953550962581;2;;
735953550968912;3;;
735953550986262;21;;
735953550997870;6;;
735953550998565;1;;
735953551021771;2;;
735953551028044;3;;
735953551052361;21;;
735953551063970;6;;
735953551064688;1;;
735953551087882;2;;
735953551094155;3;;
735953551106227;21;;
735953551117836;6;;
735953551118565;1;;
735953551141759;2;;
735953551148032;3;;
735953551158252;21;;
735953551169861;6;;
735953551170625;1;;
735953551193820;2;;
735953551200093;3;;
735953551214722;21;;
735953551226331;6;;
735953551227049;1;;
735953551250243;2;;
735953551256644;3;;
735953551269525;21;;
735953551281134;6;;
735953551281910;1;;
735953551305104;2;;
735953551311331;3;;
735953551335984;21;;
735953551347581;6;;
735953551348357;1;;
735953551371563;2;;
735953551377847;3;;
735953551382465;20;;
735953551394074;6;;
735953551394572;1;;
735953551417766;2;;
735953551424051;3;;
735953551430787;21;;
735953551442396;6;;
735953551443206;1;;
735953551466401;2;;
735953551472674;3;;
735953551494468;21;;
735953551506076;6;;
735953551506690;1;;
735953551529884;2;;
735953551536169;3;;
735953551548900;21;;
735953551560509;6;;
735953551561076;1;;
735953551584282;2;;
735953551590509;3;;
735953551595938;21;;
735953551607535;6;;
735953551608114;1;;
735953551631308;2;;
735953551637766;3;;
735953551643877;21;;
735953551655486;6;;
735953551656262;1;;
735953551679468;2;;
735953551685671;3;;
735953551694606;21;;
735953551706215;6;;
735953551706979;1;;
735953551730185;2;;
735953551736482;3;;
735953551754225;21;;
735953551765833;6;;
735953551766701;1;;
735953551789907;2;;
735953551796169;3;;
735953551814583;21;;
735953551826192;6;;
735953551826979;1;;
735953551850174;2;;
735953551856435;3;;
735953551862905;21;;
735953551874502;6;;
735953551875104;1;;
735953551898287;2;;
735953551904560;3;;
735953551919734;21;;
735953551931343;6;;
735953551931945;1;;
735953551955139;2;;
735953551961354;3;;
735953551978993;21;;
735953551990590;6;;
735953551991354;1;;
735953552014549;2;;
735953552020833;3;;
735953552029526;21;;
735953552041134;6;;
735953552041840;1;;
735953552065035;2;;
735953552071296;3;;
735953552089514;21;;
735953552101123;6;;
735953552101829;1;;
735953552125023;2;;
735953552131319;3;;
735953552141910;21;;
735953552153519;6;;
735953552154283;1;;
735953552177489;2;;
735953552183576;3;;
735953552203009;20;;
735953552214618;6;;
735953552215370;1;;
735953552238565;2;;
735953552244838;3;;
735953552254664;20;;
735953552266262;6;;
735953552266979;1;;
735953552290162;2;;
735953552296435;3;;
735953552310752;21;;
735953552322361;6;;
735953552323056;1;;
735953552346250;2;;
735953552352523;3;;
735953552396852;21;;
735953552408461;6;;
735953552409213;1;;
735953552432407;2;;
735953552438877;3;;
735953552449433;21;;
735953552461042;6;;
735953552461817;1;;
735953552485012;2;;
735953552491239;3;;
735953552503484;21;;
735953552515093;6;;
735953552515671;1;;
735953552538866;2;;
735953552545139;3;;
735953552552546;20;;
735953552564155;6;;
735953552564942;1;;
735953552588148;2;;
735953552594364;3;;
735953552658264;20;;
735953552669873;6;;
735953552670637;1;;
735953552693831;2;;
735953552700104;3;;
735953552710475;21;;
735953552722083;6;;
735953552722789;1;;
735953552745984;2;;
735953552752245;3;;
735953552761759;20;;
735953552773368;6;;
735953552774144;1;;
735953552797350;2;;
735953552803623;3;;
735953552808426;20;;
735953552820035;6;;
735953552820775;1;;
735953552843970;2;;
735953552850278;3;;
735953552861366;21;;
